threshold,precision,recall
1.240735,0.9067796610169492,0.39925373134328357
1.238999,0.9038785834738617,0.4
1.23909,0.9054054054054054,0.4
1.24044,0.9069373942470389,0.4
1.238774,0.9040404040404041,0.4007462686567164
1.238011,0.9042016806722689,0.4014925373134328
1.237858,0.9043624161073825,0.40223880597014927
1.237757,0.9045226130653267,0.40298507462686567
1.236502,0.9016666666666666,0.40373134328358207
1.236516,0.9031719532554258,0.40373134328358207
1.236699,0.9046822742474916,0.40373134328358207
1.235591,0.9018302828618968,0.4044776119402985
1.235508,0.9019933554817275,0.4052238805970149
1.235109,0.9021558872305141,0.4059701492537313
1.234535,0.902317880794702,0.40671641791044777
1.233544,0.9024793388429752,0.40746268656716417
1.233277,0.9011532125205931,0.4082089552238806
1.233411,0.9026402640264026,0.4082089552238806
1.233222,0.9013157894736842,0.408955223880597
1.232871,0.9014778325123153,0.4097014925373134
1.23253,0.9016393442622951,0.41044776119402987
1.232256,0.9018003273322422,0.41119402985074627
1.230869,0.8990228013029316,0.41194029850746267
1.231028,0.9004893964110929,0.41194029850746267
1.231318,0.9019607843137255,0.41194029850746267
1.230457,0.8991869918699187,0.4126865671641791
1.230245,0.8993506493506493,0.4134328358208955
1.230186,0.899513776337115,0.4141791044776119
1.229238,0.8982229402261712,0.41492537313432837
1.230011,0.8996763754045307,0.41492537313432837
1.228204,0.8969404186795491,0.41567164179104477
1.228476,0.8983870967741936,0.41567164179104477
1.227325,0.8971061093247589,0.4164179104477612
1.226212,0.8958333333333334,0.4171641791044776
1.227078,0.8972712680577849,0.4171641791044776
1.226049,0.896,0.417910447761194
1.225988,0.8961661341853036,0.41865671641791047
1.225547,0.8949044585987261,0.41940298507462687
1.225731,0.8963317384370016,0.41940298507462687
1.225396,0.8950715421303657,0.42014925373134326
1.224043,0.8924050632911392,0.4208955223880597
1.225162,0.8938193343898574,0.4208955223880597
1.223366,0.889763779527559,0.4216417910447761
1.223595,0.8911671924290221,0.4216417910447761
1.223858,0.8925750394944708,0.4216417910447761
1.223144,0.889937106918239,0.4223880597014925
1.222965,0.8901098901098901,0.42313432835820897
1.222928,0.890282131661442,0.42388059701492536
