threshold,tpr,fpr
1.064343,0.6490630323679727,0.0468709760494463
1.063093,0.6490630323679727,0.04712850888488282
1.061368,0.6490630323679727,0.04738604172031934
1.061113,0.6490630323679727,0.04764357455575586
1.061037,0.6490630323679727,0.047901107391192375
1.060926,0.6490630323679727,0.04815864022662889
1.060861,0.6490630323679727,0.048416173062065415
1.06016,0.6507666098807495,0.048416173062065415
1.059995,0.6524701873935264,0.048416173062065415
1.057833,0.6541737649063032,0.048416173062065415
1.057818,0.6541737649063032,0.04867370589750193
1.057622,0.6541737649063032,0.04893123873293845
1.057582,0.6541737649063032,0.04918877156837497
1.057541,0.65587734241908,0.04918877156837497
1.056953,0.6575809199318569,0.04918877156837497
1.056181,0.6575809199318569,0.04944630440381149
1.056054,0.6592844974446337,0.04944630440381149
1.054532,0.6609880749574105,0.04944630440381149
1.052874,0.6626916524701874,0.04944630440381149
1.052731,0.6626916524701874,0.049703837239248004
1.052666,0.6626916524701874,0.04996137007468452
1.052516,0.6643952299829642,0.04996137007468452
1.052425,0.666098807495741,0.04996137007468452
1.052278,0.666098807495741,0.050218902910121044
1.051987,0.666098807495741,0.05047643574555756
1.05101,0.6678023850085179,0.05047643574555756
1.05086,0.6678023850085179,0.05073396858099408
1.050374,0.6695059625212947,0.05073396858099408
1.050324,0.6712095400340715,0.05073396858099408
1.049232,0.6712095400340715,0.05099150141643059
1.049008,0.6712095400340715,0.051249034251867116
1.048144,0.6712095400340715,0.05150656708730363
1.047737,0.6712095400340715,0.05176409992274015
1.047271,0.6712095400340715,0.052021632758176665
1.045719,0.6729131175468483,0.052021632758176665
1.045619,0.6746166950596252,0.052021632758176665
1.045443,0.6746166950596252,0.05227916559361319
1.045262,0.6746166950596252,0.052536698429049705
1.045005,0.6746166950596252,0.05279423126448622
1.043125,0.676320272572402,0.05279423126448622
1.042818,0.676320272572402,0.05305176409992274
1.042762,0.676320272572402,0.05330929693535926
1.042652,0.676320272572402,0.05356682977079578
1.04263,0.676320272572402,0.053824362606232294
1.042559,0.6780238500851788,0.053824362606232294
1.04248,0.6797274275979557,0.053824362606232294
1.041548,0.6797274275979557,0.05408189544166881
